age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,internet_quality,mental_health_rating,result,sleep_study_interaction,social_mental_interaction,study_mental_interaction,sleep_study_ratio,study_social_ratio
20,2.5,2.1,1.5,90.2,5.6,1,6,1,1,2,14.0,2.1,2.5,0.691358024691358,0.5434782608695653
21,5.1,0.9,0.7,79.7,5.5,1,6,2,3,3,28.049999999999997,2.7,15.299999999999999,0.5188679245283019,0.85
24,2.6,2.0,2.4,76.3,7.4,1,1,2,3,1,19.240000000000002,6.0,7.800000000000001,0.74,0.5652173913043479
23,6.2,2.8,1.0,84.9,7.0,1,5,2,4,3,43.4,11.2,24.8,0.5303030303030303,0.6888888888888889
19,4.5,1.3,4.2,86.4,6.3,1,0,1,10,3,28.349999999999998,13.0,45.0,0.5833333333333333,0.7758620689655172
19,2.8,1.4,3.1,100.0,5.4,0,4,2,6,2,15.12,8.399999999999999,16.799999999999997,0.6585365853658538,0.6666666666666667
22,6.7,2.9,2.0,83.2,6.6,2,6,1,5,3,44.22,14.5,33.5,0.49624060150375937,0.6979166666666667
20,2.6,2.4,2.9,73.7,4.6,1,4,1,1,1,11.959999999999999,2.4,2.6,0.638888888888889,0.52
18,4.6,2.5,3.0,87.7,6.7,1,5,0,6,2,30.819999999999997,15.0,27.599999999999998,0.5929203539823009,0.647887323943662
18,3.9,1.6,1.2,64.3,7.5,2,0,1,9,2,29.25,14.4,35.1,0.6578947368421052,0.7090909090909091
21,5.5,2.2,0.9,84.1,5.0,1,3,2,1,3,27.5,2.2,5.5,0.47619047619047616,0.7142857142857143
22,5.8,1.4,1.9,85.2,4.7,2,4,1,8,3,27.26,11.2,46.4,0.44761904761904764,0.8055555555555556
17,3.5,3.6,2.7,92.9,8.4,1,3,1,8,2,29.400000000000002,28.8,28.0,0.7058823529411765,0.49295774647887325
21,2.4,3.7,2.0,94.7,5.8,2,4,2,3,1,13.92,11.100000000000001,7.199999999999999,0.7073170731707318,0.39344262295081966
22,4.2,0.3,0.1,80.0,7.9,0,3,0,9,3,33.18,2.6999999999999997,37.800000000000004,0.652892561983471,0.9333333333333333
20,2.5,1.4,0.9,83.5,6.3,2,6,2,8,2,15.75,11.2,20.0,0.7159090909090908,0.6410256410256411
20,6.5,0.7,1.7,77.3,6.3,2,4,1,3,3,40.949999999999996,2.0999999999999996,19.5,0.49218749999999994,0.9027777777777778
20,3.7,1.7,1.7,73.7,7.0,1,3,0,10,3,25.900000000000002,17.0,37.0,0.6542056074766356,0.6851851851851851
20,3.0,2.4,4.0,88.1,5.4,0,5,2,5,2,16.200000000000003,12.0,15.0,0.6428571428571429,0.5555555555555555
20,3.8,0.8,0.3,72.3,6.7,1,1,0,3,2,25.46,2.4000000000000004,11.399999999999999,0.6380952380952382,0.8260869565217391
22,1.5,1.4,2.4,80.9,6.0,2,3,2,5,1,9.0,7.0,7.5,0.8,0.5172413793103449
22,2.0,1.3,3.4,75.0,4.9,1,1,1,9,1,9.8,11.700000000000001,18.0,0.7101449275362319,0.6060606060606061
19,5.3,2.7,4.3,90.5,6.9,1,1,0,4,2,36.57,10.8,21.2,0.5655737704918034,0.6625
24,2.5,2.6,1.4,100.0,6.2,0,0,0,6,1,15.5,15.600000000000001,15.0,0.7126436781609197,0.4901960784313726
18,1.9,1.6,2.3,72.0,6.3,1,6,0,3,1,11.969999999999999,4.800000000000001,5.699999999999999,0.7682926829268293,0.5428571428571428
23,4.3,2.7,2.4,66.5,5.0,1,5,0,3,2,21.5,8.100000000000001,12.899999999999999,0.5376344086021505,0.6142857142857142
20,5.3,1.8,2.0,83.8,8.4,2,1,2,5,3,44.52,9.0,26.5,0.6131386861313869,0.7464788732394366
17,4.6,2.2,1.7,85.2,7.6,1,2,1,8,3,34.959999999999994,17.6,36.8,0.6229508196721312,0.676470588235294
23,5.0,4.5,2.3,87.2,7.7,2,6,1,8,3,38.5,36.0,40.0,0.6062992125984252,0.5263157894736842
22,2.4,4.1,0.0,80.5,6.1,1,1,1,3,1,14.639999999999999,12.299999999999999,7.199999999999999,0.7176470588235294,0.3692307692307692
17,1.4,0.9,2.6,83.0,4.4,0,3,2,8,1,6.16,7.2,11.2,0.7586206896551724,0.6086956521739131
17,5.8,3.5,1.9,88.7,8.8,1,1,2,8,3,51.04,28.0,46.4,0.6027397260273972,0.6236559139784945
17,3.0,3.5,1.6,95.4,6.4,1,3,2,3,1,19.200000000000003,10.5,9.0,0.6808510638297872,0.46153846153846156
19,3.1,1.1,4.1,65.4,5.6,2,3,2,10,1,17.36,11.0,31.0,0.6436781609195402,0.7380952380952381
22,5.5,3.5,1.1,81.3,7.0,2,2,1,10,3,38.5,35.0,55.0,0.56,0.6111111111111112
17,4.3,4.3,1.4,87.1,7.9,1,1,1,2,2,33.97,8.6,8.6,0.6475409836065574,0.5
20,4.2,1.2,4.0,75.8,6.5,1,1,2,10,3,27.3,12.0,42.0,0.6074766355140188,0.7777777777777778
21,6.7,1.4,0.9,100.0,8.0,1,4,2,2,3,53.6,2.8,13.4,0.54421768707483,0.8271604938271605
17,2.5,3.7,1.2,78.6,7.8,2,6,1,9,2,19.5,33.300000000000004,22.5,0.7572815533980581,0.4032258064516129
19,4.9,2.8,1.6,84.6,5.2,2,4,1,7,3,25.480000000000004,19.599999999999998,34.300000000000004,0.5148514851485148,0.6363636363636364
23,3.6,3.2,2.7,90.6,5.7,2,0,2,6,2,20.52,19.200000000000003,21.6,0.6129032258064516,0.5294117647058824
22,3.9,2.9,2.0,79.1,7.6,1,3,2,7,2,29.639999999999997,20.3,27.3,0.6608695652173913,0.5735294117647058
24,5.8,3.0,0.4,66.5,3.2,1,2,1,8,3,18.56,24.0,46.4,0.35555555555555557,0.6590909090909091
19,4.3,0.9,1.2,80.7,6.3,1,4,2,1,2,27.09,0.9,4.3,0.5943396226415094,0.8269230769230769
17,4.3,3.8,1.1,95.3,4.8,1,1,1,8,2,20.639999999999997,30.4,34.4,0.5274725274725275,0.5308641975308642
22,5.1,3.9,1.7,81.6,5.9,1,0,0,3,2,30.09,11.7,15.299999999999999,0.5363636363636364,0.5666666666666667
21,3.0,2.2,2.3,76.5,6.1,0,2,1,3,1,18.299999999999997,6.6000000000000005,9.0,0.6703296703296703,0.5769230769230769
17,2.2,2.4,2.3,94.3,6.1,0,5,1,6,2,13.42,14.399999999999999,13.200000000000001,0.7349397590361445,0.47826086956521746
19,1.9,0.7,0.0,81.7,5.8,2,1,0,4,1,11.02,2.8,7.6,0.7532467532467533,0.7307692307692308
18,0.6,3.1,3.0,79.9,5.2,2,1,2,4,0,3.12,12.4,2.4,0.896551724137931,0.16216216216216214
20,6.6,3.2,2.1,86.5,9.3,1,5,1,4,3,61.38,12.8,26.4,0.5849056603773585,0.6734693877551019
24,1.8,2.4,3.3,92.7,8.7,1,3,2,10,1,15.659999999999998,24.0,18.0,0.8285714285714285,0.42857142857142855
23,3.2,3.8,2.3,100.0,5.1,1,3,0,9,2,16.32,34.199999999999996,28.8,0.6144578313253011,0.4571428571428572
19,3.1,2.1,3.0,93.3,8.4,2,4,1,8,3,26.040000000000003,16.8,24.8,0.7304347826086957,0.5961538461538461
22,4.0,3.2,2.3,96.6,6.0,2,4,2,3,2,24.0,9.600000000000001,12.0,0.6,0.5555555555555556
24,4.7,1.3,3.3,79.9,6.7,2,1,2,1,2,31.490000000000002,1.3,4.7,0.5877192982456141,0.7833333333333333
24,4.8,2.5,2.4,74.7,6.4,2,6,2,1,2,30.72,2.5,4.8,0.5714285714285715,0.6575342465753424
24,2.6,2.3,1.7,85.6,5.7,1,1,2,1,1,14.82,2.3,2.6,0.6867469879518072,0.5306122448979592
17,3.2,2.8,4.3,86.1,7.7,1,4,1,4,1,24.64,11.2,12.8,0.7064220183486238,0.5333333333333333
20,3.9,2.1,2.8,74.2,6.7,1,5,1,6,2,26.13,12.600000000000001,23.4,0.6320754716981133,0.65
17,3.1,2.3,2.4,83.2,5.9,1,4,2,4,2,18.290000000000003,9.2,12.4,0.6555555555555556,0.5740740740740741
22,5.9,3.5,0.4,89.0,4.9,2,1,2,3,2,28.910000000000004,10.5,17.700000000000003,0.4537037037037037,0.6276595744680851
17,4.2,2.0,0.4,88.6,5.4,1,2,2,8,3,22.680000000000003,16.0,33.6,0.5625,0.6774193548387097
18,4.6,0.6,2.1,90.0,4.5,0,1,2,8,3,20.7,4.8,36.8,0.4945054945054945,0.8846153846153847
20,4.5,4.6,2.0,87.9,6.5,1,2,2,6,2,29.25,27.599999999999998,27.0,0.5909090909090909,0.4945054945054945
20,5.3,4.2,1.1,79.9,5.1,2,2,1,9,3,27.029999999999998,37.800000000000004,47.699999999999996,0.4903846153846154,0.5578947368421052
22,3.8,0.9,2.0,79.9,6.2,1,1,2,10,2,23.56,9.0,38.0,0.62,0.8085106382978723
23,1.6,3.3,3.5,73.0,8.1,2,6,2,1,1,12.96,3.3,1.6,0.8350515463917526,0.32653061224489793
18,4.1,1.9,2.6,100.0,7.9,1,6,2,8,3,32.39,15.2,32.8,0.6583333333333333,0.6833333333333332
19,2.5,2.8,0.5,85.1,6.5,0,0,0,6,2,16.25,16.799999999999997,15.0,0.7222222222222222,0.4716981132075472
17,2.7,2.9,1.7,82.8,6.4,1,4,1,1,1,17.28,2.9,2.7,0.7032967032967032,0.4821428571428572
21,4.4,2.2,0.9,75.7,8.8,2,6,0,4,3,38.720000000000006,8.8,17.6,0.6666666666666666,0.6666666666666666
17,5.4,1.6,1.4,100.0,7.1,1,3,1,5,3,38.34,8.0,27.0,0.568,0.7714285714285715
24,3.5,1.7,1.3,74.3,6.1,2,1,2,7,2,21.349999999999998,11.9,24.5,0.6354166666666666,0.673076923076923
17,4.0,1.4,1.3,80.7,4.8,1,2,0,8,2,19.2,11.2,32.0,0.5454545454545454,0.7407407407407407
19,6.1,1.5,0.4,89.2,7.0,0,1,1,9,3,42.699999999999996,13.5,54.9,0.5343511450381679,0.8026315789473684
17,3.9,2.4,1.7,91.0,7.5,2,4,1,6,2,29.25,14.399999999999999,23.4,0.6578947368421052,0.6190476190476191
18,7.4,1.6,1.2,94.6,5.7,1,5,2,10,3,42.18000000000001,16.0,74.0,0.43511450381679384,0.8222222222222223
18,4.3,3.3,0.0,100.0,6.8,1,6,1,9,3,29.24,29.7,38.699999999999996,0.6126126126126126,0.5657894736842105
20,0.9,4.3,4.1,90.1,6.1,2,6,1,4,0,5.49,17.2,3.6,0.8714285714285713,0.17307692307692307
22,4.6,1.8,3.0,74.4,6.3,1,6,1,8,3,28.979999999999997,14.4,36.8,0.5779816513761469,0.71875
23,4.1,2.8,1.4,82.4,3.5,2,2,1,3,2,14.349999999999998,8.399999999999999,12.299999999999999,0.46052631578947373,0.5942028985507246
21,5.4,3.1,1.8,88.1,6.2,0,3,1,4,3,33.480000000000004,12.4,21.6,0.5344827586206896,0.6352941176470589
24,4.5,3.1,0.5,100.0,7.7,1,3,1,10,3,34.65,31.0,45.0,0.6311475409836066,0.5921052631578948
17,3.3,2.6,3.7,71.0,5.7,0,6,2,4,2,18.81,10.4,13.2,0.6333333333333333,0.559322033898305
17,1.7,3.4,3.9,97.0,6.6,2,3,1,6,1,11.219999999999999,20.4,10.2,0.7951807228915663,0.33333333333333337
19,3.2,3.1,2.0,86.8,5.6,1,5,0,9,2,17.919999999999998,27.900000000000002,28.8,0.6363636363636362,0.5079365079365079
22,2.2,1.0,2.9,93.4,6.9,2,6,2,6,2,15.180000000000001,6.0,13.200000000000001,0.7582417582417582,0.6875
18,2.6,3.5,2.0,84.0,6.2,2,0,1,1,0,16.12,3.5,2.6,0.7045454545454545,0.42622950819672134
21,4.4,3.6,0.3,76.6,5.4,1,2,2,5,3,23.760000000000005,18.0,22.0,0.5510204081632653,0.55
20,6.0,1.6,1.3,92.5,8.1,1,5,1,9,3,48.599999999999994,14.4,54.0,0.5744680851063829,0.7894736842105263
18,4.1,2.5,1.9,91.5,7.6,1,2,2,5,2,31.159999999999997,12.5,20.5,0.6495726495726496,0.6212121212121212
24,1.7,3.3,1.3,94.7,5.8,1,6,2,6,2,9.86,19.799999999999997,10.2,0.7733333333333333,0.33999999999999997
22,4.2,2.2,1.6,84.9,7.1,1,5,2,3,2,29.82,6.6000000000000005,12.600000000000001,0.6283185840707964,0.65625
24,5.3,3.8,1.7,79.0,7.1,2,6,1,8,3,37.629999999999995,30.4,42.4,0.5725806451612904,0.5824175824175825
23,2.6,5.3,1.7,69.4,7.3,2,5,1,10,2,18.98,53.0,26.0,0.7373737373737373,0.3291139240506329
20,3.3,1.6,1.9,93.2,4.5,2,6,1,4,2,14.85,6.4,13.2,0.576923076923077,0.6734693877551019
23,3.5,0.8,0.6,89.2,7.7,2,0,2,4,3,26.95,3.2,14.0,0.6875000000000001,0.813953488372093
19,2.3,2.9,1.0,75.3,5.8,2,2,2,5,1,13.339999999999998,14.5,11.5,0.7160493827160493,0.44230769230769235
24,4.5,3.4,0.4,79.6,6.1,1,5,0,10,3,27.45,34.0,45.0,0.5754716981132075,0.5696202531645569
19,3.3,2.2,2.9,80.3,9.7,2,0,0,9,2,32.01,19.8,29.7,0.7461538461538461,0.6
17,4.1,4.2,0.0,70.2,6.9,2,1,1,8,3,28.29,33.6,32.8,0.6272727272727273,0.49397590361445776
23,2.2,0.9,3.1,76.8,6.0,1,6,0,7,2,13.200000000000001,6.3,15.400000000000002,0.7317073170731708,0.7096774193548387
22,2.8,3.3,3.3,73.7,3.9,2,4,1,5,1,10.92,16.5,14.0,0.582089552238806,0.45901639344262296
24,4.6,1.8,1.5,80.9,8.2,1,5,0,9,3,37.71999999999999,16.2,41.4,0.640625,0.71875
21,2.9,4.6,0.0,77.6,4.9,2,3,2,9,2,14.21,41.4,26.099999999999998,0.6282051282051282,0.38666666666666666
20,6.1,4.9,1.4,68.7,5.3,2,0,2,10,3,32.33,49.0,61.0,0.46491228070175444,0.5545454545454546
18,2.9,1.6,1.7,100.0,6.1,2,0,2,10,2,17.689999999999998,16.0,29.0,0.6777777777777777,0.6444444444444444
22,3.8,1.8,0.7,97.5,8.2,1,5,1,2,3,31.159999999999997,3.6,7.6,0.6833333333333332,0.6785714285714286
22,4.9,3.5,1.2,77.2,7.4,2,0,2,4,2,36.260000000000005,14.0,19.6,0.6016260162601625,0.5833333333333334
19,1.4,2.0,3.5,87.7,6.3,1,1,2,8,1,8.819999999999999,16.0,11.2,0.8181818181818182,0.4117647058823529
23,0.9,2.4,2.5,89.2,6.9,1,0,0,1,0,6.210000000000001,2.4,0.9,0.8846153846153846,0.27272727272727276
24,1.2,2.5,0.8,96.9,5.8,2,4,2,5,1,6.96,12.5,6.0,0.8285714285714285,0.3243243243243243
24,5.4,0.2,0.0,76.8,6.7,1,4,1,8,3,36.18000000000001,1.6,43.2,0.5537190082644627,0.9642857142857143
17,2.7,2.5,1.4,95.9,6.6,2,6,1,2,1,17.82,5.0,5.4,0.7096774193548386,0.5192307692307693
17,7.3,1.7,1.6,79.5,7.7,1,6,1,2,3,56.21,3.4,14.6,0.5133333333333333,0.8111111111111111
20,2.7,1.9,2.3,71.6,7.7,1,3,0,8,2,20.790000000000003,15.2,21.6,0.7403846153846154,0.5869565217391305
19,3.8,4.2,1.2,92.2,7.1,2,1,2,10,2,26.979999999999997,42.0,38.0,0.6513761467889909,0.475
22,5.8,1.0,2.4,97.9,6.1,1,4,1,9,3,35.379999999999995,9.0,52.199999999999996,0.5126050420168068,0.8529411764705882
24,6.5,3.5,3.9,100.0,7.4,0,5,1,7,3,48.1,24.5,45.5,0.5323741007194245,0.65
21,6.6,2.2,2.7,73.0,6.4,2,2,0,8,3,42.24,17.6,52.8,0.49230769230769234,0.7499999999999999
19,5.3,2.2,1.7,92.0,5.2,1,2,2,5,3,27.56,11.0,26.5,0.49523809523809526,0.7066666666666667
20,5.0,3.4,1.6,80.9,6.0,2,2,1,1,2,30.0,3.4,5.0,0.5454545454545454,0.5952380952380952
20,4.4,2.9,1.4,92.8,6.6,1,6,2,4,2,29.04,11.6,17.6,0.6,0.6027397260273972
19,4.7,3.2,3.1,70.3,7.6,1,5,2,2,3,35.72,6.4,9.4,0.6178861788617885,0.5949367088607594
20,2.7,3.7,1.1,72.4,6.3,1,0,1,3,1,17.01,11.100000000000001,8.100000000000001,0.7,0.421875
19,2.3,2.1,1.8,77.2,5.0,1,5,1,3,1,11.5,6.300000000000001,6.8999999999999995,0.684931506849315,0.5227272727272726
18,3.5,1.8,1.9,85.8,6.6,1,0,2,9,3,23.099999999999998,16.2,31.5,0.6534653465346535,0.6603773584905661
19,3.2,1.2,1.2,78.6,6.6,1,2,0,10,3,21.12,12.0,32.0,0.6734693877551019,0.7272727272727273
23,2.8,1.5,0.3,91.6,6.7,1,3,0,4,2,18.759999999999998,6.0,11.2,0.7052631578947368,0.6511627906976744
19,4.5,6.0,2.2,95.3,7.6,0,3,2,2,2,34.199999999999996,12.0,9.0,0.628099173553719,0.42857142857142855
20,4.9,4.0,1.7,91.0,7.7,1,0,1,3,2,37.730000000000004,12.0,14.700000000000001,0.611111111111111,0.550561797752809
24,3.6,0.9,2.4,100.0,5.8,0,2,1,3,2,20.88,2.7,10.8,0.6170212765957447,0.8
23,5.7,0.9,1.2,89.2,5.8,0,5,1,7,3,33.06,6.3,39.9,0.5043478260869565,0.8636363636363636
20,1.8,3.1,3.1,72.8,5.3,2,3,1,8,1,9.54,24.8,14.4,0.7464788732394366,0.36734693877551017
17,3.2,3.2,0.8,98.6,7.3,2,0,2,6,2,23.36,19.200000000000003,19.200000000000003,0.6952380952380952,0.5
17,2.4,3.2,3.7,78.9,8.2,2,5,2,4,1,19.679999999999996,12.8,9.6,0.7735849056603773,0.4285714285714286
24,0.7,2.2,0.0,94.1,6.1,1,2,2,6,1,4.27,13.200000000000001,4.199999999999999,0.8970588235294117,0.24137931034482754
24,3.4,2.3,2.3,100.0,6.2,2,1,2,1,1,21.08,2.3,3.4,0.6458333333333334,0.5964912280701755
23,3.3,2.9,2.3,89.6,8.3,2,2,1,10,3,27.39,29.0,33.0,0.7155172413793103,0.5322580645161291
18,5.8,2.6,0.9,70.0,7.1,2,6,1,8,3,41.18,20.8,46.4,0.5503875968992248,0.6904761904761905
24,4.4,0.0,2.3,75.8,7.0,1,2,1,1,3,30.800000000000004,0.0,4.4,0.6140350877192983,1.0
17,2.0,2.2,3.2,98.2,5.1,2,5,1,5,1,10.2,11.0,10.0,0.7183098591549295,0.47619047619047616
19,6.3,1.5,0.0,83.3,7.3,2,5,2,2,3,45.989999999999995,3.0,12.6,0.5367647058823529,0.8076923076923077
20,5.3,2.7,2.4,85.8,5.4,2,4,2,6,3,28.62,16.200000000000003,31.799999999999997,0.5046728971962617,0.6625
17,4.4,6.1,0.0,92.6,5.1,0,4,1,9,3,22.44,54.9,39.6,0.5368421052631579,0.41904761904761906
17,3.2,2.9,0.7,92.0,6.1,1,5,0,5,2,19.52,14.5,16.0,0.6559139784946235,0.5245901639344263
18,2.1,2.1,3.6,87.8,5.8,1,5,0,4,1,12.18,8.4,8.4,0.7341772151898733,0.5
23,2.9,3.6,1.2,82.9,6.2,1,1,1,2,1,17.98,7.2,5.8,0.6813186813186813,0.4461538461538461
23,5.1,3.1,0.5,81.9,4.8,2,1,0,3,2,24.479999999999997,9.3,15.299999999999999,0.4848484848484849,0.6219512195121951
22,6.3,3.0,1.6,93.6,7.7,0,2,1,6,3,48.51,18.0,37.8,0.55,0.6774193548387096
18,5.8,3.2,4.1,90.5,7.9,0,6,2,8,3,45.82,25.6,46.4,0.5766423357664234,0.6444444444444444
19,2.8,5.0,0.0,82.4,4.2,1,3,2,8,2,11.76,40.0,22.4,0.6,0.358974358974359
23,1.8,1.1,0.6,95.8,7.7,0,6,1,5,2,13.860000000000001,5.5,9.0,0.8105263157894737,0.6206896551724137
20,3.7,3.1,3.4,83.7,5.5,1,1,1,5,1,20.35,15.5,18.5,0.5978260869565218,0.5441176470588235
24,0.8,1.4,3.8,76.5,7.5,2,2,1,10,0,6.0,14.0,8.0,0.9036144578313252,0.36363636363636365
18,4.0,3.2,1.7,77.4,6.4,1,6,2,3,2,25.6,9.600000000000001,12.0,0.6153846153846154,0.5555555555555556
24,3.3,1.4,0.4,75.2,6.5,0,0,2,7,2,21.45,9.799999999999999,23.099999999999998,0.6632653061224489,0.7021276595744681
17,2.8,2.0,4.1,82.3,6.3,1,4,2,6,1,17.639999999999997,12.0,16.799999999999997,0.6923076923076923,0.5833333333333334
20,1.1,2.1,3.6,97.3,8.0,1,6,1,1,1,8.8,2.1,1.1,0.8791208791208791,0.34375
20,4.3,3.7,2.5,76.9,5.0,0,3,2,4,2,21.5,14.8,17.2,0.5376344086021505,0.5375
17,2.7,3.6,0.9,86.9,7.2,2,2,0,6,2,19.44,21.6,16.200000000000003,0.7272727272727273,0.42857142857142855
18,1.7,1.0,1.7,78.4,7.8,2,6,2,6,2,13.26,6.0,10.2,0.8210526315789474,0.6296296296296295
17,0.0,2.6,1.6,82.4,7.4,2,5,1,3,0,0.0,7.800000000000001,0.0,1.0,0.0
24,3.5,1.6,2.2,69.9,9.3,2,0,1,6,2,32.550000000000004,9.600000000000001,21.0,0.7265625,0.6862745098039216
22,6.2,1.0,3.4,82.8,5.9,0,4,2,10,3,36.580000000000005,10.0,62.0,0.48760330578512395,0.8611111111111112
20,6.0,2.2,2.8,83.1,7.6,2,0,1,6,3,45.599999999999994,13.200000000000001,36.0,0.5588235294117647,0.7317073170731708
21,2.8,2.1,0.6,90.4,6.4,2,2,0,9,2,17.919999999999998,18.900000000000002,25.2,0.6956521739130436,0.5714285714285714
21,2.6,5.4,3.3,87.2,8.0,2,1,0,9,1,20.8,48.6,23.400000000000002,0.7547169811320755,0.325
24,4.2,3.0,2.1,73.0,6.5,0,4,0,2,2,27.3,6.0,8.4,0.6074766355140188,0.5833333333333334
19,2.0,0.8,2.6,95.8,6.0,2,0,0,4,1,12.0,3.2,8.0,0.75,0.7142857142857143
23,4.0,1.8,3.4,87.1,8.1,2,1,0,9,3,32.4,16.2,36.0,0.6694214876033058,0.6896551724137931
17,4.6,3.7,0.6,87.0,5.9,2,3,1,4,2,27.14,14.8,18.4,0.5619047619047619,0.5542168674698794
17,5.3,5.0,1.8,84.9,4.8,0,2,1,8,2,25.439999999999998,40.0,42.4,0.4752475247524752,0.5145631067961165
19,3.3,0.6,1.2,79.8,5.9,2,2,2,10,2,19.47,6.0,33.0,0.641304347826087,0.8461538461538461
19,3.2,0.2,0.1,87.2,7.2,2,4,1,3,2,23.040000000000003,0.6000000000000001,9.600000000000001,0.6923076923076923,0.9411764705882353
24,2.2,4.7,2.2,89.8,8.2,2,0,0,3,1,18.04,14.100000000000001,6.6000000000000005,0.7884615384615385,0.31884057971014496
24,2.3,3.0,4.6,67.5,6.6,1,3,1,9,1,15.179999999999998,27.0,20.7,0.7415730337078652,0.43396226415094336
19,3.2,1.5,0.0,79.6,8.1,2,5,2,10,3,25.92,15.0,32.0,0.7168141592920353,0.6808510638297872
20,4.1,3.1,1.8,82.5,4.9,1,4,2,8,2,20.09,24.8,32.8,0.5444444444444445,0.5694444444444444
24,4.9,0.0,2.5,87.6,6.0,1,5,1,1,3,29.400000000000002,0.0,4.9,0.5504587155963303,1.0
22,2.3,2.5,1.9,96.9,6.2,1,4,2,10,2,14.26,25.0,23.0,0.7294117647058824,0.47916666666666663
24,5.7,2.9,1.7,77.3,6.4,2,0,2,2,2,36.480000000000004,5.8,11.4,0.5289256198347108,0.6627906976744187
17,3.1,3.6,0.4,80.0,6.6,0,3,2,3,1,20.46,10.8,9.3,0.6804123711340206,0.4626865671641791
24,3.5,1.3,2.1,79.9,7.3,1,0,2,2,2,25.55,2.6,7.0,0.6759259259259258,0.7291666666666667
20,2.4,2.6,1.0,77.0,6.0,2,2,2,3,1,14.399999999999999,7.800000000000001,7.199999999999999,0.7142857142857143,0.48
19,0.0,1.4,0.0,81.5,6.7,2,5,2,8,1,0.0,11.2,0.0,1.0,0.0
17,4.8,2.8,3.1,92.7,6.4,1,1,2,6,2,30.72,16.799999999999997,28.799999999999997,0.5714285714285715,0.631578947368421
24,4.6,1.4,2.9,74.5,5.4,2,6,1,7,3,24.84,9.799999999999999,32.199999999999996,0.54,0.7666666666666666
20,3.1,2.0,1.9,89.3,6.4,2,2,2,10,2,19.840000000000003,20.0,31.0,0.6736842105263158,0.607843137254902
22,3.6,1.3,2.1,68.0,6.3,0,2,2,10,3,22.68,13.0,36.0,0.6363636363636364,0.7346938775510203
24,4.3,3.3,3.0,79.4,6.3,1,5,0,6,2,27.09,19.799999999999997,25.799999999999997,0.5943396226415094,0.5657894736842105
20,1.2,3.5,2.0,81.7,6.5,0,4,2,1,0,7.8,3.5,1.2,0.8441558441558441,0.2553191489361702
22,2.7,2.2,2.8,100.0,6.6,1,2,1,3,1,17.82,6.6000000000000005,8.100000000000001,0.7096774193548386,0.5510204081632653
19,4.7,2.5,1.5,82.3,6.0,1,6,1,1,2,28.200000000000003,2.5,4.7,0.5607476635514019,0.6527777777777778
24,1.6,0.8,3.2,63.0,8.0,2,3,2,10,1,12.8,8.0,16.0,0.8333333333333334,0.6666666666666666
22,3.9,2.1,2.2,65.0,5.1,2,2,1,9,2,19.889999999999997,18.900000000000002,35.1,0.5666666666666667,0.65
17,1.5,2.4,2.0,85.3,5.6,0,3,1,9,2,8.399999999999999,21.599999999999998,13.5,0.7887323943661971,0.38461538461538464
19,4.2,5.6,0.4,91.1,9.8,0,0,0,5,2,41.160000000000004,28.0,21.0,0.7000000000000001,0.42857142857142855
17,3.4,1.2,2.1,88.8,5.3,1,4,1,4,2,18.02,4.8,13.6,0.6091954022988506,0.7391304347826088
21,1.1,4.3,0.9,86.7,4.9,1,3,1,9,1,5.390000000000001,38.699999999999996,9.9,0.8166666666666668,0.20370370370370372
18,5.2,3.7,1.1,96.6,7.4,1,2,1,9,3,38.480000000000004,33.300000000000004,46.800000000000004,0.5873015873015872,0.5842696629213483
24,2.4,2.8,0.9,79.6,4.0,2,4,1,3,1,9.6,8.399999999999999,7.199999999999999,0.625,0.46153846153846156
22,2.3,4.6,0.6,93.9,6.2,2,6,2,5,1,14.26,23.0,11.5,0.7294117647058824,0.3333333333333333
18,3.8,2.9,4.1,68.7,9.1,1,4,2,3,2,34.58,8.7,11.399999999999999,0.7054263565891473,0.5671641791044777
18,5.2,3.0,3.3,76.0,4.6,2,3,0,10,3,23.919999999999998,30.0,52.0,0.4693877551020407,0.6341463414634148
22,2.0,2.4,3.9,66.9,4.1,1,3,2,2,0,8.2,4.8,4.0,0.6721311475409836,0.45454545454545453
19,3.6,4.0,0.5,82.3,4.7,2,1,0,1,1,16.92,4.0,3.6,0.5662650602409638,0.4736842105263158
24,4.1,3.8,1.9,84.5,7.6,1,1,0,10,2,31.159999999999997,38.0,41.0,0.6495726495726496,0.5189873417721519
21,4.5,1.7,0.4,86.1,7.8,0,4,0,2,2,35.1,3.4,9.0,0.6341463414634145,0.7258064516129032
17,3.8,0.9,1.0,85.6,5.9,2,5,2,8,3,22.42,7.2,30.4,0.6082474226804124,0.8085106382978723
20,2.9,2.3,0.8,75.7,7.3,1,5,2,8,2,21.169999999999998,18.4,23.2,0.7156862745098039,0.5576923076923077
17,2.3,1.5,3.2,83.1,8.2,2,1,1,3,1,18.859999999999996,4.5,6.8999999999999995,0.7809523809523808,0.6052631578947368
20,3.6,2.4,1.4,70.0,8.6,1,2,1,7,2,30.96,16.8,25.2,0.7049180327868853,0.6
17,1.9,4.0,3.0,98.6,6.2,0,0,1,7,0,11.78,28.0,13.299999999999999,0.7654320987654322,0.3220338983050847
22,0.0,2.0,2.5,82.0,3.7,0,4,1,2,0,0.0,4.0,0.0,1.0,0.0
